CSD Code 2021,CSD Name 2021,Census Population 2021,Income 2021,Education 2021,Housing 2021,Labour Force Activity 2021,CWB 2021,Community Type 2021
4702062,Avonlea,411,87,72,98,93,87,Non-Indigenous Community
4702066,Caledonia No. 99,225,,,,,82,Non-Indigenous Community
4702067,Milestone,682,80,63,93,91,82,Non-Indigenous Community
4702069,Scott No. 98,215,,,,,83,Non-Indigenous Community
4702071,Lang,176,,,,,78,Non-Indigenous Community
4702072,Yellow Grass,483,76,65,97,86,81,Non-Indigenous Community
4702073,Wellington No. 97,274,74,60,95,92,80,Non-Indigenous Community
4702076,Fillmore No. 96,224,,,,,80,Non-Indigenous Community
4702077,Osage,25,,,,,,Non-Indigenous Community
4702078,Fillmore,282,80,59,91,90,80,Non-Indigenous Community
4702079,Creelman,103,,,,,77,Non-Indigenous Community
4703001,Hart Butte No. 11,263,,,,,85,Non-Indigenous Community
4703004,Coronach,612,84,61,98,91,84,Non-Indigenous Community
4703006,Poplar Valley No. 12,190,,,,,84,Non-Indigenous Community
4703009,Rockglen,399,76,61,95,92,81,Non-Indigenous Community
4703011,Old Post No. 43,352,,,,,77,Non-Indigenous Community
4703012,Wood Mountain,20,,,,,,Non-Indigenous Community
4703016,Glen McPherson No. 46,76,,,,,81,Non-Indigenous Community
4703018,Mankota No. 45,289,,,,,79,Non-Indigenous Community
4703019,Mankota,198,,,,,70,Non-Indigenous Community
4703022,Waverley No. 44,295,70,58,99,98,81,Non-Indigenous Community
4703026,Willow Bunch No. 42,285,78,57,90,90,79,Non-Indigenous Community
4703028,Willow Bunch,299,75,57,98,84,79,Non-Indigenous Community
4703029,Excel No. 71,411,70,54,81,89,74,Non-Indigenous Community
4703034,Lake of the Rivers No. 72,252,80,58,83,84,76,Non-Indigenous Community
4703036,Assiniboia,2333,78,58,94,87,79,Non-Indigenous Community
4703038,Stonehenge No. 73,385,81,67,95,93,84,Non-Indigenous Community
4703041,Limerick,114,,,,,77,Non-Indigenous Community
4703042,Wood River No. 74,466,79,66,91,91,82,Non-Indigenous Community
4703044,Lafleche,373,76,49,87,88,75,Non-Indigenous Community
4703048,Pinto Creek No. 75,251,67,64,83,94,77,Non-Indigenous Community
4703051,Kincaid,120,,,,,73,Non-Indigenous Community
4703052,Hazenmore,75,,,,,74,Non-Indigenous Community
4703054,Auvergne No. 76,381,,,,,79,Non-Indigenous Community
4703058,Ponteix,577,72,49,93,84,74,Non-Indigenous Community
4703059,Whiska Creek No. 106,512,63,59,87,90,75,Non-Indigenous Community
4703061,Neville,88,,,,,68,Non-Indigenous Community
4703062,Vanguard,184,,,,,77,Non-Indigenous Community
4703064,Glen Bain No. 105,195,,,,,86,Non-Indigenous Community
4703068,Gravelbourg No. 104,317,82,63,94,96,84,Non-Indigenous Community
4703071,Gravelbourg,986,78,65,98,90,83,Non-Indigenous Community
4703074,Sutton No. 103,230,,,,,77,Non-Indigenous Community
4703092,Mossbank,368,78,54,99,88,80,Non-Indigenous Community
4703093,Lake Johnston No. 102,140,,,,,83,Non-Indigenous Community
4703096,Terrell No. 101,210,,,,,80,Non-Indigenous Community
4703801,Wood Mountain 160,16,,,,,,First Nations Community 
4704002,Val Marie,120,,,,,82,Non-Indigenous Community
4704003,Val Marie No. 17,425,,,,,80,Non-Indigenous Community
4704006,Lone Tree No. 18,140,,,,,83,Non-Indigenous Community
4704008,Bracken,20,,,,,,Non-Indigenous Community
4704009,Climax,137,,,,,72,Non-Indigenous Community
4704011,Frontier No. 19,347,72,63,97,95,82,Non-Indigenous Community
4704012,Frontier,364,77,63,91,89,80,Non-Indigenous Community
4704019,Reno No. 51,343,74,50,92,94,78,Non-Indigenous Community
4704021,Consul,50,,,,,,Non-Indigenous Community
4704024,White Valley No. 49,352,81,65,99,97,85,Non-Indigenous Community
4704026,Eastend,607,82,60,99,93,84,Non-Indigenous Community
4704028,Wise Creek No. 77,188,,,,,80,Non-Indigenous Community
4704029,Cadillac,116,,,,,77,Non-Indigenous Community
4704034,Grassy Creek No. 78,341,75,55,96,94,80,Non-Indigenous Community
4704036,Shaunavon,1784,79,61,95,91,82,Non-Indigenous Community
4704038,Arlington No. 79,359,,,,,78,Non-Indigenous Community
4704045,Maple Creek No. 111,1167,73,58,96,93,80,Non-Indigenous Community
4704048,Maple Creek,2176,77,57,95,89,79,Non-Indigenous Community
4704050,Piapot No. 110,280,,,,,80,Non-Indigenous Community
4704054,Carmichael No. 109,462,,,,,81,Non-Indigenous Community
4704058,Bone Creek No. 108,362,81,58,100,90,82,Non-Indigenous Community
4704061,Lac Pelletier No. 107,563,84,72,92,93,85,Non-Indigenous Community
4704802,Nekaneet Cree Nation,169,,,,,65,First Nations Community 
4705001,Moosomin No. 121,541,85,69,94,93,85,Non-Indigenous Community
4705002,Fleming,70,,,,,,Non-Indigenous Community
4705004,Moosomin,2657,80,64,95,91,82,Non-Indigenous Community
4705007,Martin No. 122,254,,,,,81,Non-Indigenous Community
4705009,Wapella,278,86,64,94,86,82,Non-Indigenous Community
4705011,Silverwood No. 123,355,84,59,95,90,82,Non-Indigenous Community
4705014,Kingsley No. 124,396,80,71,98,90,85,Non-Indigenous Community
4705016,Kipling,1076,87,64,98,91,85,Non-Indigenous Community
4705018,Chester No. 125,333,82,59,97,89,82,Non-Indigenous Community
4705019,Windthorst,194,,,,,82,Non-Indigenous Community
4705021,Glenavon,179,,,,,75,Non-Indigenous Community
4705024,Wolseley,852,77,58,95,85,79,Non-Indigenous Community
4705027,Wolseley No. 155,366,74,61,92,96,81,Non-Indigenous Community
4705028,Elcapo No. 154,392,77,51,93,93,78,Non-Indigenous Community
4705029,Grenfell,1059,74,57,95,82,77,Non-Indigenous Community
4705031,Broadview,541,75,52,96,82,76,Non-Indigenous Community
4705033,Willowdale No. 153,248,,,,,77,Non-Indigenous Community
4705034,Whitewood,944,79,58,88,87,78,Non-Indigenous Community
4705037,Rocanville No. 151,544,82,64,94,94,83,Non-Indigenous Community
4705038,Rocanville,889,86,65,97,90,84,Non-Indigenous Community
4705041,Spy Hill No. 152,383,84,61,98,92,84,Non-Indigenous Community
4705042,Tantallon,84,,,,,84,Non-Indigenous Community
4705043,Spy Hill,173,,,,,84,Non-Indigenous Community
4705044,Gerald,129,,,,,75,Non-Indigenous Community
4705047,Langenburg No. 181,561,84,59,96,91,83,Non-Indigenous Community
4705048,Langenburg,1228,81,60,98,92,83,Non-Indigenous Community
4705049,Yarbo,48,,,,,,Non-Indigenous Community
4705050,West End,41,,,,,,Non-Indigenous Community
4705051,Fertile Belt No. 183,727,84,62,94,87,82,Non-Indigenous Community
4705052,Esterhazy,2345,88,62,97,90,84,Non-Indigenous Community
4705053,Atwater,27,,,,,,Non-Indigenous Community
4705054,Bangor,40,,,,,,Non-Indigenous Community
4705055,Bird's Point,150,,,,,84,Non-Indigenous Community
4705056,Stockholm,329,84,59,94,90,82,Non-Indigenous Community
4705057,Grayson No. 184,547,82,58,92,89,80,Non-Indigenous Community
4705058,Dubuc,71,,,,,77,Non-Indigenous Community
4705059,Grayson,185,,,,,77,Non-Indigenous Community
4705060,Melville Beach,54,,,,,,Non-Indigenous Community
4705061,Waldron,15,,,,,,Non-Indigenous Community
4705062,Killaly,58,,,,,,Non-Indigenous Community
4705063,McLeod No. 185,401,77,54,96,93,80,Non-Indigenous Community
4705064,Neudorf,272,69,50,89,69,69,Non-Indigenous Community
4705066,Lemberg,266,78,63,94,90,81,Non-Indigenous Community
4705067,Stanley No. 215,508,72,56,95,91,78,Non-Indigenous Community
4705068,Duff,25,,,,,,Non-Indigenous Community
4705069,Goodeve,40,,,,,,Non-Indigenous Community
4705071,Fenwood,42,,,,,,Non-Indigenous Community
4705073,Cana No. 214,904,79,59,94,89,80,Non-Indigenous Community
4705074,Melville,4493,80,59,94,87,80,Non-Indigenous Community
4705077,Saltcoats No. 213,743,76,58,95,92,80,Non-Indigenous Community
4705078,Saltcoats,473,77,59,94,86,79,Non-Indigenous Community
4705079,Bredenbury,386,74,46,98,85,76,Non-Indigenous Community
4705093,Churchbridge No. 211,584,79,62,97,96,83,Non-Indigenous Community
4705094,Churchbridge,866,85,63,98,91,84,Non-Indigenous Community
4705096,MacNutt,50,,,,,,Non-Indigenous Community
4705803,Cowessess 73,645,60,59,75,76,67,First Nations Community 
4705804,Kahkewistahaw 72,627,55,51,82,71,65,First Nations Community 
4705805,Sakimay 74,250,63,59,75,72,67,First Nations Community 
4705806,Ochapowace 71,501,54,52,69,73,62,First Nations Community 
4705807,Shesheep 74A,98,,,,,80,First Nations Community 
4705808,Little Bone 74B,41,,,,,,First Nations Community 
4705814,Ochapowace 71-10,5,,,,,,First Nations Community 
4705815,Kahkewistahaw No. 72-W,0,,,,,,First Nations Community 
4705818,Ochapowace 71-54,0,,,,,,First Nations Community 
4705823,Ochapowace 71-7,0,,,,,,First Nations Community 
4705824,Ochapowace 71-18,0,,,,,,First Nations Community 
4705828,Kahkewistahaw No. 72-Q,0,,,,,,First Nations Community 
4706001,Montmartre No. 126,350,67,60,98,94,80,Non-Indigenous Community
4706002,Montmartre,450,76,53,93,85,77,Non-Indigenous Community
4706003,Kendal,59,,,,,,Non-Indigenous Community
4706004,Francis No. 127,701,75,55,93,93,79,Non-Indigenous Community
4706006,Odessa,220,,,,,78,Non-Indigenous Community
4706007,Vibank,386,81,59,97,90,82,Non-Indigenous Community
4706008,Sedley,367,76,61,95,86,80,Non-Indigenous Community
4706009,Francis,182,,,,,76,Non-Indigenous Community
4706011,Lajord No. 128,985,85,62,94,89,82,Non-Indigenous Community
4706013,Bratt's Lake No. 129,328,100,72,97,95,91,Non-Indigenous Community
4706014,Wilcox,261,89,83,90,93,89,Non-Indigenous Community
4706016,Redburn No. 130,253,,,,,86,Non-Indigenous Community
4706017,Rouleau,505,81,61,93,85,80,Non-Indigenous Community
4706018,Briercrest,155,,,,,80,Non-Indigenous Community
4706019,Drinkwater,74,,,,,80,Non-Indigenous Community
4706021,Pense No. 160,441,88,66,99,92,86,Non-Indigenous Community
4706022,Belle Plaine,79,,,,,,Non-Indigenous Community
4706023,Pense,603,81,67,93,91,83,Non-Indigenous Community
4706026,Sherwood No. 159,1219,89,69,98,92,87,Non-Indigenous Community
4706027,Regina,226404,82,71,93,87,83,Non-Indigenous Community
4706028,Grand Coulee,606,80,81,97,87,86,Non-Indigenous Community
4706029,Edenwold No. 158,4466,91,72,97,91,88,Non-Indigenous Community
4706030,White City,3702,90,74,99,92,88,Non-Indigenous Community
4706031,Pilot Butte,2638,84,65,98,89,84,Non-Indigenous Community
4706032,Balgonie,1756,85,70,97,94,87,Non-Indigenous Community
4706033,Edenwold,243,,,,,83,Non-Indigenous Community
4706034,South Qu'Appelle No. 157,1231,79,67,94,90,83,Non-Indigenous Community
4706036,Qu'Appelle,625,79,54,92,87,78,Non-Indigenous Community
4706037,McLean,392,77,58,96,91,80,Non-Indigenous Community
4706038,Indian Head No. 156,362,78,68,98,94,85,Non-Indigenous Community
4706039,Indian Head,1902,80,62,98,89,83,Non-Indigenous Community
4706041,Sintaluta,124,,,,,70,Non-Indigenous Community
4706042,Abernethy No. 186,337,76,65,94,91,82,Non-Indigenous Community
4706045,Fort San,233,,,,,85,Non-Indigenous Community
4706046,Abernethy,190,,,,,76,Non-Indigenous Community
4706047,Balcarres,616,73,56,94,84,77,Non-Indigenous Community
4706048,North Qu'Appelle No. 187,918,88,65,99,88,85,Non-Indigenous Community
4706049,Lebret,226,,,,,75,Non-Indigenous Community
4706050,Katepwa,539,91,66,99,81,84,Non-Indigenous Community
4706051,Fort Qu'Appelle,1972,76,64,94,85,80,Non-Indigenous Community
4706052,B-Say-Tah,177,,,,,82,Non-Indigenous Community
4706053,Lumsden No. 189,1968,91,71,96,92,88,Non-Indigenous Community
4706054,Disley,58,,,,,,Non-Indigenous Community
4706055,Buena Vista,646,93,74,96,93,89,Non-Indigenous Community
4706056,Lumsden,1800,87,72,96,90,86,Non-Indigenous Community
4706057,Lumsden Beach,45,,,,,,Non-Indigenous Community
4706058,Regina Beach,1292,99,65,95,85,86,Non-Indigenous Community
4706059,Dufferin No. 190,454,82,60,97,96,84,Non-Indigenous Community
4706060,Wee Too Beach,75,,,,,84,Non-Indigenous Community
4706061,Bethune,560,79,57,92,90,79,Non-Indigenous Community
4706062,Findlater,60,,,,,,Non-Indigenous Community
4706063,Sarnia No. 221,326,85,61,97,92,84,Non-Indigenous Community
4706064,Chamberlain,96,,,,,81,Non-Indigenous Community
4706065,Alice Beach,82,,,,,76,Non-Indigenous Community
4706067,Holdfast,173,,,,,78,Non-Indigenous Community
4706068,Dilke,60,,,,,,Non-Indigenous Community
4706069,Grandview Beach,118,,,,,77,Non-Indigenous Community
4706070,Longlaketon No. 219,1096,84,68,96,92,85,Non-Indigenous Community
4706071,McKillop No. 220,897,88,70,94,89,85,Non-Indigenous Community
4706072,Saskatchewan Beach,322,88,66,97,90,85,Non-Indigenous Community
4706073,Bulyea,121,,,,,77,Non-Indigenous Community
4706074,Strasbourg,788,76,56,96,86,79,Non-Indigenous Community
4706075,Kannata Valley,126,,,,,86,Non-Indigenous Community
4706076,Sunset Cove,21,,,,,,Non-Indigenous Community
4706077,Silton,95,,,,,80,Non-Indigenous Community
4706078,Craven,266,79,64,79,89,78,Non-Indigenous Community
4706079,Earl Grey,229,,,,,78,Non-Indigenous Community
4706080,Glen Harbour,91,,,,,,Non-Indigenous Community
4706081,North Grove,175,,,,,81,Non-Indigenous Community
4706082,Pelican Pointe,38,,,,,,Non-Indigenous Community
4706085,Island View,134,,,,,82,Non-Indigenous Community
4706091,Cupar No. 218,516,78,65,96,92,83,Non-Indigenous Community
4706092,Southey,832,77,63,97,89,82,Non-Indigenous Community
4706093,Markinch,55,,,,,,Non-Indigenous Community
4706094,Cupar,598,77,52,94,89,78,Non-Indigenous Community
4706096,Lipton No. 217,388,69,54,97,90,77,Non-Indigenous Community
4706097,Dysart,188,,,,,79,Non-Indigenous Community
4706098,Lipton,284,74,59,91,83,77,Non-Indigenous Community
4706099,Tullymet No. 216,183,,,,,81,Non-Indigenous Community
4706809,Piapot 75,677,50,53,79,63,61,First Nations Community 
4706810,Assiniboine 76,703,57,49,70,61,59,First Nations Community 
4706811,Standing Buffalo 78,586,60,56,86,73,69,First Nations Community 
4706812,Pasqua 79,638,55,53,76,70,64,First Nations Community 
4706813,Muscowpetung 80,277,62,51,78,72,66,First Nations Community 
4706814,Little Black Bear 84,173,,,,,53,First Nations Community 
4706815,Okanese 82,213,,,,,59,First Nations Community 
4706816,Peepeekisis 81,510,55,53,63,60,58,First Nations Community 
4706818,Star Blanket 83,165,,,,,58,First Nations Community 
4706820,Wa-Pii Moos-Toosis (White Calf) 83A,79,,,,,69,First Nations Community 
4706828,Star Blanket 83C,0,,,,,,First Nations Community 
4706829,Treaty Four Reserve Grounds 77,10,,,,,,First Nations Community 
4706830,Carry the Kettle 76-19,0,,,,,,First Nations Community 
4706831,Carry the Kettle 76-110,0,,,,,,First Nations Community 
4707001,Baildon No. 131,583,79,66,98,88,83,Non-Indigenous Community
4707004,Hillsborough No. 132,97,,,,,74,Non-Indigenous Community
4707006,Rodgers No. 133,105,,,,,80,Non-Indigenous Community
4707008,Coderre,30,,,,,,Non-Indigenous Community
4707011,Shamrock No. 134,194,,,,,76,Non-Indigenous Community
4707012,Shamrock,20,,,,,,Non-Indigenous Community
4707014,Lawtonia No. 135,356,,,,,81,Non-Indigenous Community
4707016,Hodgeville,147,,,,,79,Non-Indigenous Community
4707018,Coulee No. 136,669,76,65,95,90,82,Non-Indigenous Community
4707020,Beaver Flat,82,,,,,86,Non-Indigenous Community
4707021,Excelsior No. 166,808,73,65,98,90,82,Non-Indigenous Community
4707022,Waldeck,294,74,56,96,90,79,Non-Indigenous Community
4707023,Rush Lake,55,,,,,,Non-Indigenous Community
4707024,Morse No. 165,396,74,58,95,88,79,Non-Indigenous Community
4707026,Herbert,770,72,60,94,87,78,Non-Indigenous Community
4707027,Morse,216,,,,,79,Non-Indigenous Community
4707028,Ernfold,20,,,,,,Non-Indigenous Community
4707029,Chaplin No. 164,127,,,,,82,Non-Indigenous Community
4707031,Chaplin,222,,,,,71,Non-Indigenous Community
4707032,Wheatlands No. 163,157,,,,,76,Non-Indigenous Community
4707034,Mortlach,274,68,61,94,82,76,Non-Indigenous Community
4707036,Caron No. 162,603,80,65,90,92,82,Non-Indigenous Community
4707037,Caronport,1033,67,78,93,83,80,Non-Indigenous Community
4707038,Moose Jaw No. 161,1207,84,69,98,89,85,Non-Indigenous Community
4707039,Moose Jaw,33665,79,63,95,86,81,Non-Indigenous Community
4707042,Marquis No. 191,303,88,65,98,90,85,Non-Indigenous Community
4707043,Tuxford,103,,,,,80,Non-Indigenous Community
4707044,Marquis,90,,,,,77,Non-Indigenous Community
4707045,Sun Valley,154,,,,,,Non-Indigenous Community
4707047,Eyebrow No. 193,220,,,,,76,Non-Indigenous Community
4707048,Brownlee,55,,,,,,Non-Indigenous Community
4707049,Eyebrow,130,,,,,79,Non-Indigenous Community
4707051,South Lake,226,,,,,81,Non-Indigenous Community
4707053,Enfield No. 194,268,74,63,97,91,81,Non-Indigenous Community
4707054,Central Butte,416,75,62,90,84,78,Non-Indigenous Community
4707058,Canaan No. 225,145,,,,,80,Non-Indigenous Community
4707059,Lucky Lake,270,,,,,79,Non-Indigenous Community
4707062,Beechy,209,,,,,84,Non-Indigenous Community
4707063,Victory No. 226,434,73,63,86,95,79,Non-Indigenous Community
4707066,King George No. 256,178,,,,,79,Non-Indigenous Community
4707067,Coteau No. 255,401,87,64,98,95,86,Non-Indigenous Community
4707068,Coteau Beach,170,,,,,80,Non-Indigenous Community
4707071,Maple Bush No. 224,213,,,,,80,Non-Indigenous Community
4707072,Riverhurst,152,,,,,75,Non-Indigenous Community
4707074,Mistusinne,118,,,,,,Non-Indigenous Community
4707076,Huron No. 223,205,,,,,83,Non-Indigenous Community
4707077,Tugaske,79,,,,,77,Non-Indigenous Community
4707091,Craik No. 222,272,80,65,99,95,85,Non-Indigenous Community
4707092,Craik,405,77,57,96,89,80,Non-Indigenous Community
4707093,Aylesbury,67,,,,,,Non-Indigenous Community
4708001,Swift Current No. 137,1995,82,65,96,92,84,Non-Indigenous Community
4708004,Swift Current,16750,80,64,95,89,82,Non-Indigenous Community
4708006,Webb No. 138,567,,,,,82,Non-Indigenous Community
4708008,Webb,71,,,,,79,Non-Indigenous Community
4708009,Gull Lake No. 139,185,,,,,82,Non-Indigenous Community
4708011,Gull Lake,908,80,57,93,87,79,Non-Indigenous Community
4708012,Tompkins,153,,,,,71,Non-Indigenous Community
4708016,Big Stick No. 141,148,,,,,83,Non-Indigenous Community
4708018,Golden Prairie,30,,,,,,Non-Indigenous Community
4708021,Enterprise No. 142,110,,,,,83,Non-Indigenous Community
4708022,Richmound,118,,,,,82,Non-Indigenous Community
4708024,Fox Valley No. 171,344,,,,,80,Non-Indigenous Community
4708026,Fox Valley,259,76,63,97,87,81,Non-Indigenous Community
4708028,Pittville No. 169,201,,,,,82,Non-Indigenous Community
